message_id,text,lang,source,intent_gold,generator_id,template_id,seed,split,length_chars,has_question_mark,applied_perturbations
msg_how_to_contextual_0016,I'm new to Linux; how can I normalize vectors...,en,synthetic,how_to,contextual,tpl_e0f2972a,1883215294,train_gen,48,False,strip_end_punct;ellipsis;synonym_swap
msg_how_to_contextual_0017,Could you I'm new to Git; how can I run KMeans on embeddings?,en,synthetic,how_to,contextual,tpl_e0f2972a,792065671,train_gen,61,True,inject_politeness;synonym_swap;minor_typo
msg_how_to_contextual_0018,Could you i'm new to VS Code; how can I run KMeans on embeddings?...,en,synthetic,how_to,contextual,tpl_e0f2972a,113666903,train_gen,68,True,ellipsis;lowercase_first_char;inject_politeness
msg_how_to_contextual_0019,I'm new to VS Code; how can I normalize vectors? pls (step by step)?,en,synthetic,how_to,contextual,tpl_e0f2972a,1350011393,train_gen,68,True,inject_politeness;inject_constraint_phrase;extra_question_mark
msg_how_to_contextual_0020,"In my project, i'm new to Git; how can I tokenize a text dataset?...",en,synthetic,how_to,contextual,tpl_e0f2972a,1980964576,train_gen,68,True,lowercase_first_char;ellipsis;inject_context_prefix
msg_how_to_contextual_0021,I'm new to Docker; how can I tokenize a text dataset? thanks,en,synthetic,how_to,contextual,tpl_e0f2972a,1735027652,train_gen,60,True,inject_politeness;synonym_swap;strip_end_punct
msg_how_to_contextual_0022,I think I'm new to VS Code; how can I compute sentence embeddings?,en,synthetic,how_to,contextual,tpl_e0f2972a,153490311,train_gen,66,True,synonym_swap;inject_hedge;minor_typo
msg_how_to_contextual_0023,"I'm new to scikit-learn; how can I save a dataframe to parquet?, step by step?",en,synthetic,how_to,contextual,tpl_e0f2972a,1008049884,train_gen,78,True,synonym_swap;extra_question_mark;inject_constraint_phrase
msg_how_to_contextual_0024,"At work, I'm new to Jupyter; how can I load a CSV file",en,synthetic,how_to,contextual,tpl_e0f2972a,2072438376,train_gen,54,False,strip_end_punct;inject_context_prefix;synonym_swap
msg_how_to_contextual_0025,"In my project, I'm new to Git; how can I normalize vectors, with an example",en,synthetic,how_to,contextual,tpl_e0f2972a,804266994,train_gen,75,False,inject_context_prefix;inject_constraint_phrase;strip_end_punct
msg_how_to_contextual_0026,i think I'm new to VS Code; how can I calculate sentence embeddings?,en,synthetic,how_to,contextual,tpl_e0f2972a,2058886338,train_gen,68,True,synonym_swap;inject_hedge;lowercase_first_char
msg_how_to_contextual_0027,i'm new to VS Code; how can I save a dataframe to parquet?,en,synthetic,how_to,contextual,tpl_e0f2972a,1185669492,train_gen,58,True,strip_end_punct;lowercase_first_char;extra_question_mark
msg_how_to_contextual_0028,"Quick question, I'm new to PyTorch; how can I tokenize a text dataset?",en,synthetic,how_to,contextual,tpl_e0f2972a,1277699257,train_gen,70,True,synonym_swap;minor_typo;inject_context_prefix
msg_how_to_contextual_0029,I'm not sure but I'm new to Git; how can I run KMeans on embeddings...,en,synthetic,how_to,contextual,tpl_e0f2972a,702362259,train_gen,70,False,strip_end_punct;ellipsis;inject_hedge
msg_how_to_contextual_0030,"Quick question, I'm new to Linux; how can I run KMeans on embeddings, in 3 bullet points?",en,synthetic,how_to,contextual,tpl_e0f2972a,2022622047,train_gen,89,True,inject_context_prefix;synonym_swap;inject_constraint_phrase
msg_how_to_contextual_0031,"not sure if this is right, but Hey, I'm new to Docker; how can I create a virtual environment?",en,synthetic,how_to,contextual,tpl_e0f2972a,1323141063,train_gen,94,True,inject_politeness;inject_hedge;minor_typo
msg_how_to_contextual_0032,i'm new to PyTorch; how can I tokenize a text dataset...,en,synthetic,how_to,contextual,tpl_e0f2972a,1701877300,train_gen,56,False,strip_end_punct;lowercase_first_char;ellipsis
msg_how_to_contextual_0033,"i'm new to Jupyter; how can I create a virtual environment?, briefly?",en,synthetic,how_to,contextual,tpl_e0f2972a,1999765649,train_gen,69,True,extra_question_mark;lowercase_first_char;inject_constraint_phrase
msg_how_to_contextual_0034,I think I'm new to Git; how can I save a dataframe to parquet?...,en,synthetic,how_to,contextual,tpl_e0f2972a,1789738689,train_gen,65,True,ellipsis;synonym_swap;inject_hedge
msg_how_to_contextual_0035,"At work, I'm new to Jupyter; how can I load a CSV file?, in 3 bullet points?",en,synthetic,how_to,contextual,tpl_e0f2972a,1867408512,train_gen,76,True,extra_question_mark;inject_context_prefix;inject_constraint_phrase
msg_how_to_contextual_0036,maybe i'm new to Jupyter; how can I run KMeans on embeddings?,en,synthetic,how_to,contextual,tpl_e0f2972a,135248831,train_gen,61,True,lowercase_first_char;inject_hedge;synonym_swap
msg_how_to_contextual_0037,maybe i'm new to Jupyter; how can I reduce dimensionality with PCA?,en,synthetic,how_to,contextual,tpl_e0f2972a,623991038,train_gen,67,True,synonym_swap;lowercase_first_char;inject_hedge
msg_how_to_contextual_0038,i'm new to Jupyter; how can I normalize vectors,en,synthetic,how_to,contextual,tpl_e0f2972a,1460142589,train_gen,47,False,lowercase_first_char;synonym_swap;strip_end_punct
msg_how_to_contextual_0039,I think i'm new to Git; how can I run KMeans on embeddings?,en,synthetic,how_to,contextual,tpl_e0f2972a,469213784,train_gen,59,True,lowercase_first_char;inject_hedge;minor_typo
msg_how_to_contextual_0040,I think I'm new to VS Code; how can I compute sentence embeddings? pls?,en,synthetic,how_to,contextual,tpl_e0f2972a,1675230174,train_gen,71,True,inject_hedge;inject_politeness;extra_question_mark
msg_how_to_contextual_0041,i'm new to PyTorch; how can I normalize vectors?... (no code),en,synthetic,how_to,contextual,tpl_e0f2972a,1475056187,train_gen,61,True,lowercase_first_char;ellipsis;inject_constraint_phrase
msg_how_to_contextual_0042,"In my project, not sure if this is right, but I'm new to VS Code; how can I create a virtual environment??",en,synthetic,how_to,contextual,tpl_e0f2972a,455216636,train_gen,106,True,inject_hedge;inject_context_prefix;extra_question_mark
msg_how_to_contextual_0043,i'm new to Linux; how can I create a virtual environment?...,en,synthetic,how_to,contextual,tpl_e0f2972a,1055192501,train_gen,60,True,ellipsis;lowercase_first_char;synonym_swap
msg_how_to_contextual_0044,I think i'm new to Git; how can I load a CSV file?,en,synthetic,how_to,contextual,tpl_e0f2972a,976620160,train_gen,50,True,synonym_swap;lowercase_first_char;inject_hedge
msg_how_to_contextual_0045,"In my project, I'm new to scikit-learn; how can I tokenize a text dataset??...",en,synthetic,how_to,contextual,tpl_e0f2972a,1583932541,train_gen,78,True,extra_question_mark;ellipsis;inject_context_prefix
msg_how_to_contextual_0046,"Hey, I'm not sure but I'm new to PyTorch; how can I tokenize a text dataset?",en,synthetic,how_to,contextual,tpl_e0f2972a,1138786724,train_gen,76,True,minor_typo;inject_hedge;inject_politeness
msg_how_to_contextual_0047,"I think I'm new to Jupyter; how can I tokenize a text dataset, keep it short?",en,synthetic,how_to,contextual,tpl_e0f2972a,728106021,train_gen,77,True,inject_hedge;inject_constraint_phrase;synonym_swap
msg_how_to_contextual_0048,I'm new to scikit-learn; how can I save a dataframe to parquet??...,en,synthetic,how_to,contextual,tpl_e0f2972a,1904336894,train_gen,67,True,extra_question_mark;ellipsis;synonym_swap
msg_how_to_contextual_0049,i'm new to Jupyter; how can I normalize vectors??,en,synthetic,how_to,contextual,tpl_e0f2972a,939873136,train_gen,49,True,lowercase_first_char;minor_typo;extra_question_mark
msg_how_to_contextual_0050,I'm new to PyTorch; how can I normalize vectors??...,en,synthetic,how_to,contextual,tpl_e0f2972a,1423025444,train_gen,52,True,extra_question_mark;synonym_swap;ellipsis
msg_how_to_contextual_0051,i'm new to scikit-learn; how can I run KMeans on embeddings,en,synthetic,how_to,contextual,tpl_e0f2972a,461883403,train_gen,59,False,minor_typo;strip_end_punct;lowercase_first_char
msg_how_to_contextual_0052,"for a class, I'm new to Python; how can I run KMeans on embeddings??",en,synthetic,how_to,contextual,tpl_e0f2972a,2131214216,train_gen,68,True,extra_question_mark;inject_context_prefix;lowercase_first_char
msg_how_to_contextual_0053,"i'm new to Linux; how can I normalize vectors, briefly?",en,synthetic,how_to,contextual,tpl_e0f2972a,1338710195,train_gen,55,True,inject_constraint_phrase;minor_typo;lowercase_first_char
msg_how_to_contextual_0054,"maybe I'm new to Git; how can I normalize vectors, briefly?",en,synthetic,how_to,contextual,tpl_e0f2972a,294102214,train_gen,59,True,inject_constraint_phrase;synonym_swap;inject_hedge
msg_how_to_contextual_0055,"I'm new to PyTorch; how can I save a dataframe to parquet?, final answer only?",en,synthetic,how_to,contextual,tpl_e0f2972a,144203049,train_gen,78,True,synonym_swap;extra_question_mark;inject_constraint_phrase
msg_how_to_contextual_0056,"I'm new to Git; how can I compute sentence embeddings?, no code?",en,synthetic,how_to,contextual,tpl_e0f2972a,478405395,train_gen,64,True,extra_question_mark;minor_typo;inject_constraint_phrase
msg_how_to_contextual_0057,Context: I'm new to Linux; how can I save a dataframe to parquet? thank you,en,synthetic,how_to,contextual,tpl_e0f2972a,919286571,train_gen,75,True,inject_context_prefix;inject_politeness;synonym_swap
msg_how_to_contextual_0058,context: I'm new to VS Code; how can I normalize vectors?...,en,synthetic,how_to,contextual,tpl_e0f2972a,988663558,train_gen,60,True,inject_context_prefix;ellipsis;lowercase_first_char
msg_how_to_contextual_0059,i'm new to Jupyter; how can I run KMeans on embeddings? thank you,en,synthetic,how_to,contextual,tpl_e0f2972a,826578401,train_gen,65,True,lowercase_first_char;minor_typo;inject_politeness
msg_how_to_constraint_heavy_0000,"not sure if this is right, but How do I reduce dimensionality with PCA? Keep it step by step.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1872430281,test_gen,93,True,inject_hedge;minor_typo;synonym_swap
msg_how_to_constraint_heavy_0001,Please How do I create a virtual environment? Keep it one example?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1767799699,test_gen,66,True,inject_politeness;extra_question_mark;synonym_swap
msg_how_to_constraint_heavy_0002,I'm not sure but How do I run KMeans on embeddings? Keep it 3 bullet points?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,409517906,test_gen,76,True,extra_question_mark;inject_constraint_phrase;inject_hedge
msg_how_to_constraint_heavy_0003,how do I tokenize a text dataset? Keep it 3 bullet points. pls,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,150898147,test_gen,62,True,lowercase_first_char;inject_politeness;strip_end_punct
msg_how_to_constraint_heavy_0004,Can you maybe How do I normalize vectors? Keep it no equations.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,73197902,test_gen,63,True,inject_hedge;inject_politeness;minor_typo
msg_how_to_constraint_heavy_0005,I'm not sure but How do I reduce dimensionality with PCA? Keep it final answer only.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,596211777,test_gen,84,True,inject_constraint_phrase;inject_hedge;synonym_swap
msg_how_to_constraint_heavy_0006,"not sure if this is right, but For a class, How do I compute sentence embeddings? Keep it 3 bullet points.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,973366842,test_gen,106,True,inject_context_prefix;inject_hedge;synonym_swap
msg_how_to_constraint_heavy_0007,How do I reduce dimensionality with PCA? Keep it final answer only? thank you,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,47187022,test_gen,77,True,extra_question_mark;inject_constraint_phrase;inject_politeness
msg_how_to_constraint_heavy_0008,"In my project, How do I create a virtual environment? Keep it final answer only....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1538418223,test_gen,83,True,ellipsis;synonym_swap;inject_context_prefix
msg_how_to_constraint_heavy_0009,"At work, how do I save a dataframe to parquet? Keep it with code.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,2098170292,test_gen,65,True,lowercase_first_char;inject_constraint_phrase;inject_context_prefix
msg_how_to_constraint_heavy_0010,Could you Context: How do I tokenize a text dataset? Keep it 3 bullet points.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,216656718,test_gen,77,True,synonym_swap;inject_context_prefix;inject_politeness
msg_how_to_constraint_heavy_0011,Please How do I create a virtual environment? Keep it one example....,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,859696488,test_gen,69,True,inject_politeness;inject_constraint_phrase;ellipsis
msg_how_to_constraint_heavy_0012,"at work, How do I load a CSV file? Keep it no code....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,290574729,test_gen,54,True,ellipsis;inject_context_prefix;lowercase_first_char
msg_how_to_constraint_heavy_0013,"not sure if this is right, but How do I reduce dimensionality with PCA? Keep it no equations.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1396128283,test_gen,93,True,inject_constraint_phrase;inject_hedge;lowercase_first_char
msg_how_to_constraint_heavy_0014,"Can you In my project, How do I tokenize a text dataset? Keep it step by step.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,568469503,test_gen,78,True,inject_context_prefix;inject_politeness;synonym_swap
msg_how_to_constraint_heavy_0015,"not sure if this is right, but How do I normalize vectors? Keep it one example.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1454317374,test_gen,79,True,inject_hedge;synonym_swap;inject_constraint_phrase
msg_how_to_constraint_heavy_0016,maybe How do I tokenize a text dataset? Keep it with code.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1165547659,test_gen,58,True,inject_hedge;inject_constraint_phrase;synonym_swap
msg_how_to_constraint_heavy_0017,please How do I run KMeans on embeddings? Keep it final answer only?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1342972798,test_gen,68,True,extra_question_mark;inject_politeness;lowercase_first_char
msg_how_to_constraint_heavy_0018,"At work, how do I save a dataframe to parquet? Keep it no equations.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1967913090,test_gen,68,True,lowercase_first_char;inject_context_prefix;minor_typo
msg_how_to_constraint_heavy_0019,"at work, How do I reduce dimensionality with PCA? Keep it one example?",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1101854368,test_gen,70,True,inject_context_prefix;lowercase_first_char;extra_question_mark
msg_how_to_constraint_heavy_0020,"At work, Can you How do I run KMeans on embeddings? Keep it no code.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,450499013,test_gen,68,True,synonym_swap;inject_politeness;inject_context_prefix
msg_how_to_constraint_heavy_0021,how do I load a CSV file? Keep it step by step.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1903289393,test_gen,47,True,lowercase_first_char;minor_typo;synonym_swap
msg_how_to_constraint_heavy_0022,How do I run KMeans on embeddings? Keep it no code,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1227071340,test_gen,50,True,strip_end_punct;inject_constraint_phrase;synonym_swap
msg_how_to_constraint_heavy_0023,How do I normalize vectors? Keep it no equations.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,491586899,test_gen,49,True,minor_typo;synonym_swap;inject_constraint_phrase
msg_how_to_constraint_heavy_0024,"In my project, how do I create a virtual environment? Keep it with code?",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,173570924,test_gen,72,True,lowercase_first_char;inject_context_prefix;extra_question_mark
msg_how_to_constraint_heavy_0025,how do I compute sentence embeddings? Keep it one example.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,138339425,test_gen,58,True,inject_constraint_phrase;lowercase_first_char;synonym_swap
msg_how_to_constraint_heavy_0026,how do I reduce dimensionality with PCA? Keep it one example. thank you,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,871714345,test_gen,71,True,inject_politeness;lowercase_first_char;inject_constraint_phrase
msg_how_to_constraint_heavy_0027,"Hey, How do I run KMeans on embeddings? Keep it final answer only?",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1205339971,test_gen,66,True,inject_politeness;strip_end_punct;extra_question_mark
msg_how_to_constraint_heavy_0028,"At work, How do I run KMeans on embeddings? Keep it step by step. thank you",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1188535318,test_gen,75,True,inject_context_prefix;inject_politeness;synonym_swap
msg_how_to_constraint_heavy_0029,I think How do I normalize vectors? Keep it keep it short. thank you?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,364258563,test_gen,69,True,inject_politeness;extra_question_mark;inject_hedge
msg_how_to_constraint_heavy_0030,maybe how do I compute sentence embeddings? Keep it final answer only?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,542078513,test_gen,70,True,extra_question_mark;lowercase_first_char;inject_hedge
msg_how_to_constraint_heavy_0031,I'm not sure but How do I save a dataframe to parquet? Keep it final answer only....,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,975980058,test_gen,84,True,inject_hedge;synonym_swap;ellipsis
msg_how_to_constraint_heavy_0032,maybe pls How do I compute sentence embeddings? Keep it no code.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,641466856,test_gen,64,True,inject_politeness;inject_hedge;minor_typo
msg_how_to_constraint_heavy_0033,how do I load a CSV file? Keep it keep it short?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,735219273,test_gen,48,True,lowercase_first_char;minor_typo;extra_question_mark
msg_how_to_constraint_heavy_0034,"maybe Hey, How do I compute sentence embeddings? Keep it with code....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,415513933,test_gen,70,True,inject_politeness;ellipsis;inject_hedge
msg_how_to_constraint_heavy_0035,"At work, how do I load a CSV file? Keep it no equations?",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,603498602,test_gen,56,True,lowercase_first_char;extra_question_mark;inject_context_prefix
msg_how_to_constraint_heavy_0036,How do I load a CSV file? Keep it with code....,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1557828490,test_gen,47,True,synonym_swap;ellipsis;minor_typo
msg_how_to_constraint_heavy_0037,"Hey, how do I load a CSV file? Keep it no equations....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1149659581,test_gen,55,True,lowercase_first_char;ellipsis;inject_politeness
msg_how_to_constraint_heavy_0038,how do I create a virtual environment? Keep it final answer only?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,327141441,test_gen,65,True,lowercase_first_char;synonym_swap;extra_question_mark
msg_how_to_constraint_heavy_0039,How do I run KMeans on embeddings? Keep it with code,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,721140569,test_gen,52,True,extra_question_mark;ellipsis;strip_end_punct
msg_how_to_constraint_heavy_0040,i think How do I load a CSV file? Keep it one example.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1144980576,test_gen,54,True,inject_hedge;lowercase_first_char;synonym_swap
msg_how_to_constraint_heavy_0041,Please how do I save a dataframe to parquet? Keep it 3 bullet points.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1756007992,test_gen,69,True,minor_typo;lowercase_first_char;inject_politeness
msg_how_to_constraint_heavy_0042,how do I run KMeans on embeddings? Keep it no equations.... pls,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1079118158,test_gen,63,True,ellipsis;inject_politeness;lowercase_first_char
msg_how_to_constraint_heavy_0043,Context: how do I save a dataframe to parquet? Keep it step by step?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1844167485,test_gen,68,True,lowercase_first_char;extra_question_mark;inject_context_prefix
msg_how_to_constraint_heavy_0044,"In my project, How do I run KMeans on embeddings? Keep it final answer only...?",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,102747883,test_gen,79,True,inject_context_prefix;ellipsis;extra_question_mark
msg_how_to_constraint_heavy_0045,context: How do I run KMeans on embeddings? Keep it step by step?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1845959650,test_gen,65,True,extra_question_mark;inject_context_prefix;lowercase_first_char
msg_how_to_constraint_heavy_0046,"not sure if this is right, but How do I load a CSV file? Keep it keep it short.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,828326192,test_gen,79,True,inject_hedge;synonym_swap;inject_constraint_phrase
msg_how_to_constraint_heavy_0047,"Quick question, How do I create a virtual environment? Keep it no equations",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1184151565,test_gen,75,True,inject_context_prefix;synonym_swap;strip_end_punct
msg_how_to_constraint_heavy_0048,"In my project, How do I tokenize a text dataset? Keep it 3 bullet points. thanks",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,2140275735,test_gen,80,True,inject_context_prefix;inject_politeness;inject_constraint_phrase
msg_how_to_constraint_heavy_0049,"in my project, How do I compute sentence embeddings? Keep it one example.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1320926236,test_gen,73,True,minor_typo;inject_context_prefix;lowercase_first_char
msg_how_to_constraint_heavy_0050,"In my project, how do I normalize vectors? Keep it keep it short....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1136169642,test_gen,68,True,ellipsis;lowercase_first_char;inject_context_prefix
msg_how_to_constraint_heavy_0051,Context: How do I reduce dimensionality with PCA? Keep it step by step,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1629819916,test_gen,70,True,strip_end_punct;inject_context_prefix;inject_constraint_phrase
msg_how_to_constraint_heavy_0052,Can you How do I tokenize a text dataset? Keep it no equations.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,503979772,test_gen,63,True,inject_constraint_phrase;synonym_swap;inject_politeness
msg_how_to_constraint_heavy_0053,"At work, not sure if this is right, but How do I create a virtual environment? Keep it no code....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1106853701,test_gen,98,True,inject_hedge;inject_context_prefix;ellipsis
msg_how_to_constraint_heavy_0054,"not sure if this is right, but At work, how do I run KMeans on embeddings? Keep it one example.",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,783029048,test_gen,95,True,lowercase_first_char;inject_context_prefix;inject_hedge
msg_how_to_constraint_heavy_0055,Please How do I run KMeans on embeddings? Keep it no equations.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1357187149,test_gen,63,True,minor_typo;synonym_swap;inject_politeness
msg_how_to_constraint_heavy_0056,i'm not sure but How do I reduce dimensionality with PCA? Keep it keep it short?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1426382082,test_gen,80,True,inject_hedge;lowercase_first_char;extra_question_mark
msg_how_to_constraint_heavy_0057,pls How do I normalize vectors? Keep it no equations?,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,2129352972,test_gen,53,True,inject_politeness;extra_question_mark;minor_typo
msg_how_to_constraint_heavy_0058,"not sure if this is right, but How do I run KMeans on embeddings? Keep it keep it short....",en,synthetic,how_to,constraint_heavy,tpl_57214bdb,1963267690,test_gen,91,True,inject_hedge;ellipsis;synonym_swap
msg_how_to_constraint_heavy_0059,Can you How do I load a CSV file? Keep it no equations.,en,synthetic,how_to,constraint_heavy,tpl_57214bdb,554553068,test_gen,55,True,inject_politeness;synonym_swap;inject_constraint_phrase
msg_how_to_noisy_0000,"how to create a virtual environment on Jupyter?, briefly?",en,synthetic,how_to,noisy,tpl_df6c36e9,1857799552,test_gen,57,True,minor_typo;lowercase_first_char;inject_constraint_phrase
msg_how_to_noisy_0001,how to tokenize a text dataset on scikit-learn??..?,en,synthetic,how_to,noisy,tpl_df6c36e9,1205575327,test_gen,51,True,ellipsis;extra_question_mark;synonym_swap
msg_how_to_noisy_0002,Context: Please how to tokenize a text dataset on scikit-learn???,en,synthetic,how_to,noisy,tpl_df6c36e9,1884282699,test_gen,65,True,inject_politeness;extra_question_mark;inject_context_prefix
msg_how_to_noisy_0003,how to create a virtual environment on Git???,en,synthetic,how_to,noisy,tpl_df6c36e9,565140736,test_gen,45,True,synonym_swap;minor_typo;extra_question_mark
msg_how_to_noisy_0004,"how to save a dataframe to parquet on Linux??, no code?",en,synthetic,how_to,noisy,tpl_df6c36e9,1232204353,test_gen,55,True,extra_question_mark;inject_constraint_phrase;lowercase_first_char
msg_how_to_noisy_0005,"in my project, how to normalize vectors on PyTorch???",en,synthetic,how_to,noisy,tpl_df6c36e9,1578435773,test_gen,53,True,inject_context_prefix;extra_question_mark;lowercase_first_char
msg_how_to_noisy_0006,"how to compute sentence embeddings on Python?, briefly?..?",en,synthetic,how_to,noisy,tpl_df6c36e9,226881159,test_gen,58,True,inject_constraint_phrase;ellipsis;extra_question_mark
msg_how_to_noisy_0007,"Hey, how to run KMeans on embeddings on scikit-learn??",en,synthetic,how_to,noisy,tpl_df6c36e9,1348938922,test_gen,54,True,lowercase_first_char;synonym_swap;inject_politeness
msg_how_to_noisy_0008,"I think For a class, how to normalize vectors on Docker",en,synthetic,how_to,noisy,tpl_df6c36e9,2083788407,test_gen,55,False,strip_end_punct;inject_context_prefix;inject_hedge
msg_how_to_noisy_0009,Can you how to run KMeans on embeddings on Linux???,en,synthetic,how_to,noisy,tpl_df6c36e9,331489627,test_gen,51,True,extra_question_mark;minor_typo;inject_politeness
msg_how_to_noisy_0010,Please how to save a dataframe to parquet on Jupyter??,en,synthetic,how_to,noisy,tpl_df6c36e9,1147621493,test_gen,54,True,lowercase_first_char;synonym_swap;inject_politeness
msg_how_to_noisy_0011,how to create a virtual environment on PyTorch???,en,synthetic,how_to,noisy,tpl_df6c36e9,609235182,test_gen,49,True,extra_question_mark;minor_typo;synonym_swap
msg_how_to_noisy_0012,how to run KMeans on embeddings on scikit-learn (step by step),en,synthetic,how_to,noisy,tpl_df6c36e9,1331497360,test_gen,62,False,strip_end_punct;minor_typo;inject_constraint_phrase
msg_how_to_noisy_0013,"At work, how to normalize vectors on PyTorch???",en,synthetic,how_to,noisy,tpl_df6c36e9,1277903540,test_gen,47,True,minor_typo;inject_context_prefix;extra_question_mark
msg_how_to_noisy_0014,I think how to create a virtual environment on Linux???,en,synthetic,how_to,noisy,tpl_df6c36e9,726561760,test_gen,55,True,minor_typo;inject_hedge;extra_question_mark
msg_how_to_noisy_0015,how to create a virtual environment on Linux??? thanks,en,synthetic,how_to,noisy,tpl_df6c36e9,1157010615,test_gen,54,True,lowercase_first_char;extra_question_mark;inject_politeness
msg_how_to_noisy_0016,how to load a CSV file on scikit-learn,en,synthetic,how_to,noisy,tpl_df6c36e9,1627179753,test_gen,38,False,lowercase_first_char;extra_question_mark;strip_end_punct
msg_how_to_noisy_0017,"quick question, how to create a virtual environment on scikit-learn??",en,synthetic,how_to,noisy,tpl_df6c36e9,793981895,test_gen,69,True,synonym_swap;inject_context_prefix;lowercase_first_char
msg_how_to_noisy_0018,"how to normalize vectors on VS Code?, final answer only?",en,synthetic,how_to,noisy,tpl_df6c36e9,1435698781,test_gen,56,True,lowercase_first_char;synonym_swap;inject_constraint_phrase
msg_how_to_noisy_0019,how to create a virtual environment on scikit-learn???,en,synthetic,how_to,noisy,tpl_df6c36e9,1038691338,test_gen,54,True,extra_question_mark;lowercase_first_char;synonym_swap
msg_how_to_noisy_0020,i think how to load a CSV file on Jupyter??...,en,synthetic,how_to,noisy,tpl_df6c36e9,1497728024,test_gen,46,True,ellipsis;inject_hedge;lowercase_first_char
msg_how_to_noisy_0021,could you how to run KMeans on embeddings on Python??,en,synthetic,how_to,noisy,tpl_df6c36e9,1384621470,test_gen,53,True,inject_politeness;lowercase_first_char;minor_typo
msg_how_to_noisy_0022,"Please At work, how to tokenize a text dataset on Linux??...",en,synthetic,how_to,noisy,tpl_df6c36e9,66126867,test_gen,60,True,inject_context_prefix;inject_politeness;ellipsis
msg_how_to_noisy_0023,I'm not sure but how to run KMeans on embeddings on Docker???,en,synthetic,how_to,noisy,tpl_df6c36e9,1595292557,test_gen,61,True,lowercase_first_char;extra_question_mark;inject_hedge
msg_how_to_noisy_0024,how to normalize vectors on Jupyter?? thanks (in 3 bullet points),en,synthetic,how_to,noisy,tpl_df6c36e9,1930289365,test_gen,65,True,inject_politeness;lowercase_first_char;inject_constraint_phrase
msg_how_to_noisy_0025,"In my project, how to load a CSV file on VS Code??",en,synthetic,how_to,noisy,tpl_df6c36e9,996697023,test_gen,50,True,minor_typo;synonym_swap;inject_context_prefix
msg_how_to_noisy_0026,I'm not sure but how to reduce dimensionality with PCA on VS Code??...,en,synthetic,how_to,noisy,tpl_df6c36e9,1434945326,test_gen,70,True,minor_typo;inject_hedge;ellipsis
